contrast,dissimilarity,homogeneity,energy,correlation,ASM,ID
496.9055645743146,10.248493867243868,0.18054515841223373,0.032856037847492546,0.8231673367269907,0.0010795192230358627,005
476.513005952381,12.031868386243387,0.18583360275212807,0.026852937968364354,0.8875572458175898,0.0007210802775328239,005
341.34444444444443,9.089042498719918,0.16740447865719768,0.04323869335665849,0.6123043117199789,0.001869584603191143,005
373.33462479376453,9.772025942993682,0.15303899699858298,0.030862456098398352,0.6979210563992461,0.0009524911964255657,005
332.81208926374984,9.2348737773092,0.16292492750275694,0.033716245261431285,0.722997839678921,0.0011367851945289875,005
355.86155543298406,9.22809339952197,0.16833247092073803,0.04558791921686774,0.6796489175534263,0.0020782583785236585,005
282.5878151260505,7.598573503475465,0.19112566691360952,0.04490381170908368,0.6273702853966138,0.0020163523060048407,005
394.1505489915264,10.848018856665472,0.13775710489659773,0.0315637458148644,0.6815688939408905,0.0009962700498653701,005
448.0946822048088,10.684073404326568,0.1587864590131623,0.03246971271176042,0.6462767233016152,0.0010542822435842562,005
397.04531812725094,9.984026944110978,0.157405200120194,0.03376312187208579,0.6884055042315627,0.001139948398549318,005
473.4980245373259,10.176294447910168,0.17056470653926306,0.036078873213024026,0.769725203760621,0.0013016850923214629,010
463.2402410346855,9.522104644326868,0.17924865050056546,0.038407133798597566,0.6034303110602105,0.0014751079266233753,010
480.4393772893773,8.986828449328451,0.21083133083317462,0.04736908424470322,0.6051069980189773,0.002243830142181791,010
361.64752692743764,8.71202522675737,0.175047259123219,0.03555581699260922,0.671774025254878,0.0012642161220119187,010
372.5563646470261,9.022512506948305,0.1762057884907091,0.03619790845471186,0.6334771915221215,0.0013102885764957,010
416.1894340227673,9.136475869809203,0.18620856027285396,0.04029435256305591,0.6391439110738656,0.0016236348484758509,010
433.7303928022822,9.464867237217469,0.17282126886819843,0.034468039170488164,0.6021573356693417,0.0011880457242583063,010
389.37571935928094,9.221222004783648,0.1725186337244499,0.03383150113564408,0.6386923362633053,0.0011445704690910864,010
384.35306776556774,9.042612942612942,0.18592034428194723,0.03640418007094725,0.629036590664545,0.0013252643266379528,010
404.31995464852605,9.317898715041572,0.16646205813205572,0.03375897128748492,0.5861993571232321,0.001139668142389231,010
490.1034334023464,11.027012882447664,0.18191895487576354,0.046578561046059216,0.7355507654890869,0.002169562349121465,013
467.8760552616109,10.577560258671369,0.18552456287279476,0.04685680202988526,0.7559707066461183,0.0021955598964678593,013
510.5541347125617,11.219992866060283,0.16647157199115784,0.03789750343905175,0.7262235175514457,0.0014362207669129396,013
552.6762470212852,11.784199684963045,0.18364562777579177,0.033351643478955195,0.8689177269068296,0.0011123321227473346,013
456.75821442897245,9.642095008882011,0.2034346446188977,0.053301372065344035,0.7209353576578944,0.0028410362640482376,013
551.5192195767196,10.958287037037037,0.23089109944546402,0.03020238959866513,0.802442100492315,0.0009121843374695557,013
538.6584523809524,11.350493197278912,0.16649836977482335,0.04106916132638444,0.5387418559961016,0.0016866760120525914,013
455.3968678664331,10.64624940277114,0.18377614296525663,0.04637267006346393,0.6202042183171504,0.002150424528814884,013
587.7597883597883,11.111997354497355,0.24305243573453578,0.034133122128074844,0.7714417992997088,0.0011650700262100726,013
631.8205092592593,11.428988095238095,0.2418739278012819,0.03321766419490783,0.7600657572810604,0.0011034132145656616,013
369.8107115862219,9.696339488176223,0.16709801135542635,0.02865725594969574,0.8112218733893046,0.000821238318566372,022
365.33284290460375,9.992116226335495,0.15943240090368496,0.027861291120180848,0.8419989390862054,0.0007762515428834682,022
320.267512908778,8.829245553643144,0.17762403629652773,0.03152382402949154,0.7945375338659242,0.0009937514814423482,022
355.3685159500693,10.113499768839574,0.15020311028433345,0.026312594327631715,0.8092972450672354,0.0006923526202505167,022
352.124249004705,9.995496613411923,0.1583660829020146,0.030226644458024237,0.8125073480151446,0.0009136500351918073,022
414.7505482950278,10.117019678533874,0.15808996881591836,0.029054041430397446,0.745398464956368,0.0008441373234392513,022
271.4935747354497,7.833376322751322,0.2703398282633605,0.05002568076326063,0.8582130944827727,0.002502568735827665,022
401.6214089751127,9.648765432098765,0.1720898975777247,0.031184811578688486,0.728673991236266,0.0009724924731983035,022
208.26169642857144,6.582635582010582,0.28312263367371965,0.045558014763877344,0.8756087452259083,0.0020755327092256658,022
334.814499572284,9.249591293603268,0.17964150531455444,0.02914685912129845,0.8444383736756192,0.0008495393966368186,022
414.52584024162974,9.03376389692179,0.18609500299773477,0.03422979789273859,0.6558101708207266,0.0011716790637777315,027
365.4934603174603,8.053298701298703,0.20276801757762125,0.03685235886863871,0.6616018005987665,0.0013580963541829343,027
333.49647471391654,8.305247938968868,0.19616561581700623,0.0347417308411128,0.7284657696073075,0.0012069878618363283,027
333.0226458792295,8.277145116646896,0.19825133699206324,0.035019827970896214,0.7364504197476607,0.0012263883511111648,027
330.75176008902946,7.925133251332514,0.20802667296721142,0.036203068745934645,0.7114358351950473,0.0013106621866228701,027
326.55203430031014,8.414930365505079,0.1899419104118622,0.03467187487553399,0.728002250788147,0.0012021389073846851,027
317.1931361607143,8.257173859126983,0.18086244182464015,0.03218508754530822,0.7819598480845337,0.0010358798602991546,027
384.01266704310177,8.49696342305038,0.19213868939552786,0.03177335121695504,0.7655406543525562,0.0010095458475559787,027
329.28891148392927,7.997706603400554,0.20764422912716102,0.034768132623156006,0.8667078609246467,0.0012088230461013648,027
