C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,ID
-3159.406883735153,-2233.9648809940795,175.36794614942383,-785.1390485417794,888.5485910687249,2164.24444539194,936.7698094591906,-1155.5067133015234,65.10462041200452,615.0891255105688,10.955905981740317,130.26161239065206,-456.00445305409784,133.0014614924129,589.4956056227823,-325.7784158841091,-199.4170863113293,71.48066173115929,411.52693428017926,89.08585524915078,-86.16741753506666,-7.780678874082885,410.32344548129373,36.46438933885984,-180.30266489759387,36.24245417137361,168.14012260245758,-66.15772919469427,-50.71371848361986,108.04402327313777,120.3347692754916,-146.0929995705018,-458.0830001867913,200.4609648037262,41.8810113399517,-26.09938644090338,35.677757951657064,210.73226882589142,-61.06075316426517,-171.84067960257528,117.6875588639429,129.42205915218628,64.92828167698471,170.50812183308534,-38.358649247564394,-23.48312060580581,24.751975558261023,76.8482627211211,87.61058026307784,159.02024752519813,46.11741560669809,26.69016446266734,-125.97054217257188,67.02882465458133,10.770444756363743,81.48104093201788,31.69164466662319,-19.450179752917563,9.0260834091939,-28.354023792662566,1.4808139888178586,-89.94018713719768,-2.6340467870196007,25.367980666328094,-66.08784946330272,-9.423352563133518,4.21557974926518,-62.935659744907646,70.77163037106088,22.65814064260342,117.47220675947898,-20.986318436462014,-63.69613668343396,-39.9422678951603,91.07748636609595,-24.70185727824991,19.26224175570261,-22.896942495858724,13.306705032947013,-38.02412375716021,-39.366572912311746,-26.609964494570185,114.69138374435512,74.17817746557009,-166.22443338279186,-44.293906001366835,-103.79978388271962,130.46937831657115,67.90466356995293,-33.160880435616804,-87.23255317246466,-76.26925301271868,66.61016828183006,8.645820033399204,-12.320389503537996,-46.65299851855402,57.69859806720744,116.19649540795528,-73.73264169482803,-163.99543477266928,001
-4855.134126971745,-1809.990376257995,-898.2714484067056,-590.4491595519391,578.4495984232818,1421.237604363327,1799.6685135171333,-1359.298183202791,-142.8999270732834,237.09079142286657,-764.6650100926161,-102.74461348083369,-459.4320481055979,214.0500210882295,554.4914739042515,-69.95748002433454,188.61536578260655,-23.486150829348542,242.938865914559,386.08724770190884,-101.8041598112985,69.99436850095707,433.55281458910855,-224.5133231965303,149.57414102515344,2.791959674473647,51.68756005192655,-21.30211525691891,56.9919037702737,32.99615207571597,104.37924904991796,-75.50745157700428,-274.2731859362312,42.33515916385288,-225.1403844992499,51.895936864571176,66.73203018587543,173.02986771438202,-55.06931407352633,42.03065109558481,-9.701316460676408,-10.862749167760665,-60.114573723724625,-34.545738178585786,19.919645933353678,-22.277704798876133,-27.726503917198254,193.92028275756914,36.99326866509073,28.643091211712488,-72.96958717793589,-37.83989045374427,-104.62236674162928,-3.6468956173880445,86.21456701169939,-40.75964751357474,57.28601046524718,-8.650101220852,-152.59938857382468,-75.66080271190611,14.549161652343924,69.39435700774479,107.09957243866043,-33.94826691844423,-29.579323244136518,89.95123754831376,-14.344499229272715,-33.95873081182114,68.84782677507947,-14.82236265380331,4.687727412566763,6.801235597039289,-24.20101906359764,42.86912845368308,-33.71879976617689,50.50994266679265,-67.33031167030646,-0.3122081906467252,33.04790096823694,-38.45103702126557,83.06520257138305,70.34389652023428,-11.280169974313907,-47.1640830827082,26.685884242547793,-27.885736285577256,37.76643246212199,99.30136757940666,-61.40531982024546,-52.921001832636925,-11.905462708530166,-90.43110062099719,172.69525739426322,-10.959876397917574,-39.642509159080085,-46.342135737744044,-40.31891932993274,121.85052574889302,28.92941538963291,13.54336676301306,001
-836.2939879968978,-2418.102216520067,883.2877106423043,-972.2355941217866,995.3227144375937,2036.4871678917964,155.49315808784903,-260.4292906114425,108.20318912286452,935.4648818509686,645.8247535680272,176.15453301949248,-154.21283975720235,-116.55025084838343,-388.0032071476159,-157.9654960240469,-320.1585492521334,241.37016919895524,535.3401445327103,-61.11250136664711,-152.3107230922445,-40.612171404371765,436.00956623127126,248.43029383305,-398.70261754312696,296.06164754248596,234.55018511917555,-16.376739217124573,-171.51167420746475,230.06547531488584,-25.696947406144897,-126.28024968904205,-177.65428176223244,-133.34148450476218,-213.3429278422296,39.4250319703135,47.000985330846085,230.73707163885865,24.981431775240903,-152.70608645849302,243.18651598779817,118.32606666979653,44.53979858277336,91.82969260139308,-36.84560675550891,7.157114836189543,33.11234718096676,67.1137196302438,161.43823214535914,118.74137814004128,-95.21343450782658,-45.88379630029442,-15.986643990871775,-67.73900332416844,-20.21887792268351,-76.83004035098467,87.86173878430783,-75.77242039567564,-176.578738127867,94.67588690998356,13.660794847758337,-62.944537168688285,102.23985343544683,-11.63680655690014,13.910150161122216,-31.257853073554934,1.1530452495316106,-3.0164700555067725,18.840096453343037,207.2006128032197,22.18518888189464,-32.285178146395296,-38.13590110713333,-77.37637764408312,-101.47706083998322,-2.5382817164219333,-78.09830092360744,-1.263725057817063,-66.57407369387492,-128.79505895007244,47.98662923056517,96.63117818937302,-19.830060696669495,20.129403009634828,-0.021002166668837995,-103.65197816769155,-71.34036680799842,86.11127360899567,114.58812429916576,-72.40756865494241,46.7018124839189,-72.81700763634127,147.5299756084409,75.08353805132307,46.25756221069673,-66.45981717873346,32.37706105533527,-22.995964686978528,109.71270874558886,27.277079255348216,001
-637.8470745794564,-2665.3916086582885,1232.3677709833494,-974.1512098924735,979.366395253792,1826.0740372915127,-77.47931037360645,107.07335905665963,49.73196505007954,902.9416855651814,546.9723746267448,6.393410850952938,-140.50042641693167,-104.85844865793511,-550.5924947192583,-56.05958405649164,-258.3399121763495,199.16735787098958,325.6422014404074,-92.64932931173975,-141.6799737587716,-66.48088879625452,275.86536782179803,214.1563874164185,-294.86689256292516,263.61873703069443,336.28032839641793,-32.115158054708914,-265.08740525908183,31.711915207216443,-390.8638492652381,-47.11147625244304,158.76033514235206,-109.73045210593088,-302.8499129050124,93.56185466257028,121.19755586418908,27.116939043530405,46.54834837329521,-5.871834778070489,121.62087170951075,1.39497065736175,-52.82169078490795,-10.0479722574191,-47.02235080127723,65.9478470587471,-257.46384643487534,62.853624953770364,40.02717374864286,206.7931715027508,12.358929698259757,188.02204868745474,-110.23738922712685,0.5142992673725145,-189.77729515745824,3.5154162257418706,147.85444825000107,-128.47677384940155,13.421278056332111,126.67818728453905,-19.74438676019112,-183.9581329106614,36.961988638716306,-32.8232262746443,2.507876319197376,-12.273200456737234,-131.95875504475242,-52.26680716222937,19.248935644940868,87.0970941392163,10.002916575448664,-174.18691062705867,-34.57333892206446,29.350969651321872,50.97127877218976,132.1346449899286,-40.17902810229261,-77.57836161135191,-91.64044652954378,-68.66005105877761,-103.8400727942936,20.542053397265757,-42.83549450325336,98.85912883250307,-131.7478349401882,-134.05941467701132,-61.58050153526293,61.34044678360359,24.26617948666277,-8.889077952504167,16.31185738317238,-33.90419658409645,73.0433247399365,-35.116594127634144,54.57522679729583,31.564407478042355,-71.2625450451129,82.81898953411728,114.9790283093056,-64.14878835076867,001
-2785.8059355703062,-1989.694761541992,163.42530044933093,-877.3998120405689,851.7822239094543,1988.5663804212415,682.8254378024524,-863.2074001892172,75.53597413707028,657.509783578481,290.92725291947966,200.15101887853785,-520.2284191688638,79.15503340725692,368.23136753423614,-439.004035052388,-228.66279393618768,-118.32016896459562,337.1306246684142,-121.22857662108748,-248.35094360649887,-102.65764706296797,702.8071426435735,10.508632447286184,-196.362133843581,11.81758451446606,101.55251532180259,-84.90595335703222,-48.418510099106506,105.93892469383684,44.74003091478262,-145.97233716982862,-456.3274831372415,162.0004294866572,-99.73868830584219,0.9037000918049677,45.429910877303676,190.2169515873415,-38.522757844897086,-169.51649915046565,125.25759780483573,117.32705465730626,52.28252783215287,141.49113172576534,-41.849655986113135,-17.415969268661836,-68.92665921107721,198.95315532698248,21.9386808638082,147.39678450033225,-72.2978473857685,-36.12279219218282,-59.02340008901974,17.020552614871114,41.58979517426852,-43.01328918866603,66.93424515866216,35.378173565836455,0.9519067366177651,39.14014998482245,-12.021989955748849,-85.7303063538572,20.288782391429773,-4.3560548398265775,-36.4681673117648,34.029717181873096,72.12417551216919,-32.52650823611518,56.45082848496396,16.781982300581642,5.268088987165156,-139.8466364246521,41.41942933469312,94.68955794824389,9.669787344969421,100.95049923620644,-4.275689118946917,-16.54894800371083,-75.60025975211995,-28.22460754173488,-26.539781570347987,-55.282305719832706,29.641991387938553,2.5133436093716415,-92.09591690532834,-95.03824747871545,-56.98548187245279,124.84791067250974,-61.274622093740554,-43.32832649515,-28.98735191995293,-75.69867772737517,129.6185193497357,-0.37929593659364125,84.17561668416917,-58.507558241673394,-42.11867922580047,13.969536720625676,6.681136753544777,-18.988279160135743,001
-6100.044371760509,446.212033117797,-2508.000163671078,-191.27451187229914,-631.5294937464855,-2374.4770378898083,1351.3969754203604,269.61314840212015,-374.556028960113,-1139.4455091759462,-908.352952823769,-445.94250789969436,514.5196709543355,-16.037889380065252,-707.0423619306965,368.38751051892615,418.3845748771262,-93.33510698335297,-95.45192976753673,252.67814686423867,-266.1071329820215,10.98819894592951,260.8464311408095,-613.2233602778731,864.5466826076957,240.6917236243112,-324.49815804653485,98.2504341787952,-465.3106755445424,-147.39605497978272,-361.25862106617734,-14.782092950442095,307.79939190421635,-251.02184282188827,43.87128051510744,18.308728838613487,-16.803163607921746,-452.073936689244,136.44487585715942,248.90514527777538,-229.67145632779614,-73.94725546055405,-193.64441783566087,-56.546473686534476,128.82846847481596,12.404193048361538,32.36280333476815,7.172754399200498,99.2813281378151,79.15567884818144,50.10459959906921,34.041457670727,-25.59985936274132,148.63839388348146,130.38066415672466,-200.8613339073436,-16.485041195074025,286.7337919449301,26.434723071068074,102.87815138852474,14.03177186805227,140.18289656932149,22.357608887455946,-189.7460561268672,251.26755403600788,34.80367351762864,62.63304775070444,37.4763441782697,-121.68435028583946,201.68549212752868,-129.12433282403472,-46.49585171879055,-215.82127318175966,126.08191233004666,29.934450879132342,-31.97202355379727,75.88818826267752,54.785693868557665,-20.380265907167136,99.84499823602928,-156.00894748353969,22.28828594014132,-111.42619523881886,-25.770026687047086,-175.9625911181476,115.17543263177339,7.1387078880518295,-11.861064056003281,248.11677074810996,117.01076150772771,107.54288873290369,-42.71115345409369,-144.61698723194448,-7.033294655776962,87.2540513749412,34.6964084249609,160.49725651920485,-20.832217366031035,54.201039005456884,-94.6762639154273,001
-5264.001592126726,-782.0901097683469,-1480.6190429395187,-483.591876646436,164.00833669836302,287.90633454072355,1577.1202655175066,-987.5772142299459,-158.52649254959312,-78.41879552171629,-865.5877575883201,-39.406821483320975,-229.89225478200817,154.80908242759048,158.3812251064706,136.24440962454867,-109.87830085188675,430.743044950815,-151.4298976713111,-199.45310955860424,-200.98527121589055,-10.625990635086893,249.55377579037182,-121.77906886818408,114.34186598615635,-141.7873684545625,-94.16430256288528,-125.57360025543773,25.33156095736403,17.282762473826132,114.31092730589147,-64.12419157849016,-144.95312706263348,219.54144903328654,92.9308220119434,-38.18902472454926,-68.08512158363445,39.05276701935515,-87.79178745769005,-37.25099779251985,21.764524370254843,104.54108080448651,-17.901647806279765,-3.8773922119513307,-19.98337385985531,-0.2558439222007168,-133.94918836586453,181.54827217455565,109.56484720359876,111.01908400593881,-100.28741492995894,6.343748631587026,-12.92245694003167,1.2159140327826745,23.666198947765185,-26.71711497571518,20.53008994187934,-56.84709122140298,-79.9722393998708,49.122511018537715,-72.71573046968818,-167.4229445588829,-42.93283133649968,152.74066757844204,-14.577056223449688,160.90513958039557,-76.1976347221903,-75.12028905858551,-70.55886634585283,-102.3638674566052,-27.032317601761907,-117.62413911722454,59.661392881911944,100.8844912948657,207.51506557023808,-88.31241836065564,-240.76637910959113,40.30799785796787,-25.320470577869504,-66.34766381545911,-22.832681532308587,-89.14761828304206,-72.11910665129818,6.911657883959785,-125.36845508842606,-93.87701914147223,82.9066217182149,60.837119443508406,111.61116226659517,-27.21138235011712,15.914425431414772,-43.67589948017052,-61.67018222434812,36.970408088435605,48.27416733018312,-3.300835886416881,-85.69601221714369,18.621679090627005,24.483182558955647,43.11799925412573,001
-5671.276412436421,-610.901619868085,-1625.7285342785221,-144.06468661222482,-65.74941417076482,38.91884297225721,1524.0403484654614,-1005.3447934453601,-129.05545765174816,-248.26977005218296,-1012.9284432819211,-111.18250607412514,-219.1858732384777,198.32450032226814,173.3668383238344,228.47022350918638,111.18665923000792,433.8113312619877,-138.74354240262002,90.56338683336881,-226.6372756358443,73.89060210756261,177.1184904942368,-264.7066253398206,410.6795891255222,148.41827978637582,-201.86188698904084,-106.96668575090507,-39.22518514060626,-32.97903461632335,-51.42578103186852,-12.218642556512977,-5.326239745038325,289.22057984229906,-176.70084805939052,14.74078637306675,51.29267226535048,-143.5942525907734,14.096103892322416,105.00980898031466,47.62097337991462,95.59135367660642,4.30878430430207,7.551576515568342,-52.949103814925174,17.6776618101218,-207.3808999065348,217.8532774937289,102.456059274586,24.21993185085593,-114.98372686256415,78.11508082994195,-174.550695533299,69.99164463819837,74.33814825599822,-58.471651581148,-15.246875652598638,33.79442226015041,-60.472747773733026,-92.54882199123672,12.1214557992696,8.140297107313279,-21.761590470260177,73.42539575111059,-63.432970765303224,64.38971261824669,-0.32478939612103686,-20.94901039582059,-52.870494110708,-8.532203297897084,36.48560886387791,-51.33763809289643,14.461433256999173,-18.40887351529943,109.7672257892796,23.259164489792308,-184.42429236143835,106.02721145365408,9.061841165363477,30.367877158024157,15.232677538301944,78.24578097837193,13.194492222975923,-34.026455142977895,71.14778197844795,-95.21479578641313,-7.692829978084552,49.45256255178488,-131.69802060120384,5.9614288045275075,-42.30282321847051,-123.3823160249091,48.96396597486015,27.840253152748303,9.164354408223234,-40.11149151213987,50.98560898648085,-65.12641649475026,-14.472911450243307,97.33375981164023,001
-5902.348901946381,-987.3798153623346,-1723.551443827392,-301.53332560855364,154.2373287365359,468.32752084029954,2066.1271682457086,-1314.9260969805327,-235.3908727678405,-41.23607015608589,-1001.0924322188347,-139.46100082828366,-141.38657646665655,185.60593594014705,362.75818395478433,96.50192306556711,98.01036485433393,-15.926509498201009,-187.3330046515355,41.460664148748634,-198.6078450824291,-38.239810174497684,233.30961691184947,-336.214508316609,409.80256284779506,-84.02437268693899,-35.61215279845321,-23.52887144478728,28.20345274406696,-2.992829398643248,-1.2340907462346147,-20.508509341808132,225.4321614659216,378.1250112738346,-106.44333309968366,-10.533523299540247,-11.984424811331683,-83.4173225157745,-60.9355338709394,64.55120899657013,-146.6795628096116,-48.797030191573164,-156.71765919200618,-107.26925215714414,90.33736281497966,-3.852545775925953,-296.83733708709866,159.3658056516468,47.74283747320134,42.06676491304293,-148.90884323545197,25.780691506687962,11.175331654293332,134.6620241470924,125.56203544645199,-32.30859416407725,-19.073974146359006,3.824405622114286,-130.05970043437026,-145.03937246085462,17.87246288894994,147.55376750882166,4.936525611764345,-112.41139234388753,-173.2721219479292,189.2882052205885,-60.9608335056013,15.480515529231013,78.43016430895099,-38.86912021405782,96.71215142306606,182.46666339958523,102.06357173734975,-17.893489385348058,-10.314613264394694,228.0368162321423,-21.78103426515594,-22.466409102590706,36.64121394284429,125.52679687667096,168.6352172725443,7.588948229525998,92.32244886431515,-189.51832352604478,136.95654564628745,-8.254028145968059,276.31662231695094,107.54817743118419,-211.54269146298532,-201.8564601013523,-54.80423163533566,-84.21185164400462,49.40336278798053,-26.05447731069557,-48.24655050364164,-63.54688039782616,29.867054809102473,-89.65482663294785,-113.57836006627905,0.09013833058455015,001
-6326.929822145279,-396.7738452250804,-2404.748941180698,-74.33180301288954,-376.7844076508181,-1174.2362140484358,2064.3307475109555,-623.0534168379761,-383.7895937561964,-534.0296186394497,-1425.949189035364,-292.2032360501165,51.703055713832846,117.01252514218002,-290.9237998057518,374.4755834357023,184.5010058312944,323.37916754353654,-95.78286230840193,55.377533789539086,-356.90575893337456,8.553538063824506,449.2203625800673,-583.9543536064594,741.334934737753,144.38861929233406,-211.50827127968037,-43.58962946529276,-135.23953930295573,-43.54838069210273,-199.1608921846737,-3.9929847994658845,228.6499904248562,478.64658838300875,-98.94327878603431,-27.28908934640486,-8.449302378727426,-81.10058692832013,4.427831168298015,-72.85949988585273,32.588380952551084,55.68349388195018,78.83613738512011,-159.7465025357757,-44.91743484646709,-1.6946664517453545,-139.89016040735672,383.59292601245176,231.16966625040882,-3.1132703277975087,-159.6418489513299,73.41968844311508,-283.65100748456166,120.67519370823912,123.01550844005499,-98.66105574284693,94.89408564810054,115.98694938715724,-83.196484216426,-181.88389420571133,-8.358584243457294,231.61836627016527,-74.13205969427572,-120.58756453670881,38.116119667161634,-10.709151344196046,16.71502318063264,-51.3936779046498,-72.85532282047468,31.525997526334976,20.523487927745244,34.44582114294936,-69.5466448929607,67.0892717366434,217.9599519117063,-50.84795720999152,-124.23991360395692,100.214545579672,-47.022936194664446,40.79495378043973,-24.371733809879572,89.21601674237107,-18.748480744236158,-5.83782330478957,16.6833044038167,156.61313168858632,-77.8855141206023,-1.85208608101658,-87.08418490260225,20.32226951355239,108.5430906422402,-77.21448374500243,6.102255158103625,-49.577091634614504,134.21069132645644,-2.8227302356339212,18.27228646291431,30.212805035425397,30.783169114947178,3.417511800923473,001
